Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
build acquisition project,finance,without prejudice to article 17 through a loan subject to prior approval by the european parliament and by the council,"['prejudice', 'article', 'loan subject', 'prior approval', 'european parliament', 'council']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 266  Specific provisions regarding building projects ,"Each Union institution shall provide the European Parliament and the Council, by 1 June each year, with a working document on its building policy, which shall incorporate the following information: (a) for each building, the expenditure and surface area covered by the appropriations of the corresponding budget lines. The expenditure shall include the costs of the fitting-out of buildings but not the other charges; (b) the expected evolution of the global programming of surface area and locations for the coming years with a description of the building projects in planning phase which are already identified; (c) the final terms and costs, as well as relevant information regarding project implementation of new building projects previously submitted to the European Parliament and to the Council under the procedure set out in paragraphs 2 and 3 and not included in the preceding year’s working documents.   For any building project likely to have significant financial implications for the budget, the Union institution concerned shall inform the European Parliament and the Council as early as possible, and in any case before any prospecting of the local market takes place, in the case of building contracts, or before invitations to tender are issued, in the case of building works, about the building surface area required and the provisional planning. For any building project likely to have significant financial implications for the budget, the Union institution concerned shall present the building project, in particular its detailed estimated costs and its financing including any possible use of internal assigned revenue referred to in point (e) of Article 21(3), as well as a list of draft contracts intended to be used, to the European Parliament and to the Council and shall request their approval before contracts are concluded. At the request of the Union institution concerned, documents submitted relating to the building project shall be treated confidentially. Except in cases of force majeure as referred to in paragraph 4, the European Parliament and the Council shall deliberate upon the building project within four weeks of its receipt by both institutions. The building project shall be deemed approved at the expiry of this four-week period, unless the European Parliament or the Council take a decision contrary to the proposal within that period of time. If the European Parliament and/or the Council raise concerns within that four-week period, that period shall be extended once by two weeks. If the European Parliament or the Council take a decision contrary to the building project, the Union institution concerned shall withdraw its proposal and may submit a new one. In cases of force majeure, for which due reasons shall be given, the information provided for in paragraph 2 may be submitted jointly with the building project. The European Parliament and the Council shall deliberate upon the building project within two weeks of its receipt by both institutions. The building project shall be deemed to be approved at the expiry of this two-week period, unless the European Parliament and/or the Council take a decision contrary to the proposal within this period of time. The following shall be considered as building projects likely to have significant financial implications for the budget: (a) any acquisition of land; (b) the acquisition, sale, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 3 000 000; (c) the acquisition, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 2 000 000 in the event that the price represents more than 110 % of the local price of comparable properties as evaluated by an independent expert; (d) the sale of land or buildings in the event that the price represents less than 90 % of the local price of comparable properties as evaluated by an independent expert; (e) any new building contract, including usufructs, long-term leases and renewals of existing building contracts under less favourable conditions, not covered by point (b) with an annual charge of at least EUR 750 000; (f) the extension or renewal of existing building contracts, including usufruct and long-term leases, under the same or more favourable conditions, with an annual charge of at least EUR 3 000 000. This paragraph shall also apply to building projects which have an interinstitutional nature, as well as to Union delegations. The thresholds referred to in points (b) to (f) of the first subparagraph shall include the costs of fitting-out of the building. For rental and usufruct contracts, those thresholds shall take into account the costs of the fitting-out of the building but not the other charges. Without prejudice to Article 17, a building acquisition project may be financed through a loan, subject to prior approval by the European Parliament and by the Council. Loans shall be contracted and repaid in accordance with the principle of sound financial management and with due regard to the financial interests of the Union. When the Union institution proposes to finance the acquisition through a loan, the financing plan to be submitted, together with the request for prior approval by the Union institution concerned, shall specify in particular, the maximum level of financing, the financing period, the type of financing, the financing conditions and savings compared to other types of contractual arrangements. L 193/154  The European Parliament and the Council shall deliberate upon the request for prior approval within four weeks, extendable once by two weeks, of its receipt by both institutions. The acquisition financed through a loan shall be deemed to be rejected if the European Parliament and the Council do not expressly approve it within the deadline."
loan,repay,in accordance with the principle of sound financial management,"['accordance', 'principle', 'sound financial management']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 266  Specific provisions regarding building projects ,"Each Union institution shall provide the European Parliament and the Council, by 1 June each year, with a working document on its building policy, which shall incorporate the following information: (a) for each building, the expenditure and surface area covered by the appropriations of the corresponding budget lines. The expenditure shall include the costs of the fitting-out of buildings but not the other charges; (b) the expected evolution of the global programming of surface area and locations for the coming years with a description of the building projects in planning phase which are already identified; (c) the final terms and costs, as well as relevant information regarding project implementation of new building projects previously submitted to the European Parliament and to the Council under the procedure set out in paragraphs 2 and 3 and not included in the preceding year’s working documents.   For any building project likely to have significant financial implications for the budget, the Union institution concerned shall inform the European Parliament and the Council as early as possible, and in any case before any prospecting of the local market takes place, in the case of building contracts, or before invitations to tender are issued, in the case of building works, about the building surface area required and the provisional planning. For any building project likely to have significant financial implications for the budget, the Union institution concerned shall present the building project, in particular its detailed estimated costs and its financing including any possible use of internal assigned revenue referred to in point (e) of Article 21(3), as well as a list of draft contracts intended to be used, to the European Parliament and to the Council and shall request their approval before contracts are concluded. At the request of the Union institution concerned, documents submitted relating to the building project shall be treated confidentially. Except in cases of force majeure as referred to in paragraph 4, the European Parliament and the Council shall deliberate upon the building project within four weeks of its receipt by both institutions. The building project shall be deemed approved at the expiry of this four-week period, unless the European Parliament or the Council take a decision contrary to the proposal within that period of time. If the European Parliament and/or the Council raise concerns within that four-week period, that period shall be extended once by two weeks. If the European Parliament or the Council take a decision contrary to the building project, the Union institution concerned shall withdraw its proposal and may submit a new one. In cases of force majeure, for which due reasons shall be given, the information provided for in paragraph 2 may be submitted jointly with the building project. The European Parliament and the Council shall deliberate upon the building project within two weeks of its receipt by both institutions. The building project shall be deemed to be approved at the expiry of this two-week period, unless the European Parliament and/or the Council take a decision contrary to the proposal within this period of time. The following shall be considered as building projects likely to have significant financial implications for the budget: (a) any acquisition of land; (b) the acquisition, sale, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 3 000 000; (c) the acquisition, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 2 000 000 in the event that the price represents more than 110 % of the local price of comparable properties as evaluated by an independent expert; (d) the sale of land or buildings in the event that the price represents less than 90 % of the local price of comparable properties as evaluated by an independent expert; (e) any new building contract, including usufructs, long-term leases and renewals of existing building contracts under less favourable conditions, not covered by point (b) with an annual charge of at least EUR 750 000; (f) the extension or renewal of existing building contracts, including usufruct and long-term leases, under the same or more favourable conditions, with an annual charge of at least EUR 3 000 000. This paragraph shall also apply to building projects which have an interinstitutional nature, as well as to Union delegations. The thresholds referred to in points (b) to (f) of the first subparagraph shall include the costs of fitting-out of the building. For rental and usufruct contracts, those thresholds shall take into account the costs of the fitting-out of the building but not the other charges. Without prejudice to Article 17, a building acquisition project may be financed through a loan, subject to prior approval by the European Parliament and by the Council. Loans shall be contracted and repaid in accordance with the principle of sound financial management and with due regard to the financial interests of the Union. When the Union institution proposes to finance the acquisition through a loan, the financing plan to be submitted, together with the request for prior approval by the Union institution concerned, shall specify in particular, the maximum level of financing, the financing period, the type of financing, the financing conditions and savings compared to other types of contractual arrangements. L 193/154  The European Parliament and the Council shall deliberate upon the request for prior approval within four weeks, extendable once by two weeks, of its receipt by both institutions. The acquisition financed through a loan shall be deemed to be rejected if the European Parliament and the Council do not expressly approve it within the deadline."
union institution,propose,to finance the acquisition through a loan when,"['acquisition', 'loan']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 266  Specific provisions regarding building projects ,"Each Union institution shall provide the European Parliament and the Council, by 1 June each year, with a working document on its building policy, which shall incorporate the following information: (a) for each building, the expenditure and surface area covered by the appropriations of the corresponding budget lines. The expenditure shall include the costs of the fitting-out of buildings but not the other charges; (b) the expected evolution of the global programming of surface area and locations for the coming years with a description of the building projects in planning phase which are already identified; (c) the final terms and costs, as well as relevant information regarding project implementation of new building projects previously submitted to the European Parliament and to the Council under the procedure set out in paragraphs 2 and 3 and not included in the preceding year’s working documents.   For any building project likely to have significant financial implications for the budget, the Union institution concerned shall inform the European Parliament and the Council as early as possible, and in any case before any prospecting of the local market takes place, in the case of building contracts, or before invitations to tender are issued, in the case of building works, about the building surface area required and the provisional planning. For any building project likely to have significant financial implications for the budget, the Union institution concerned shall present the building project, in particular its detailed estimated costs and its financing including any possible use of internal assigned revenue referred to in point (e) of Article 21(3), as well as a list of draft contracts intended to be used, to the European Parliament and to the Council and shall request their approval before contracts are concluded. At the request of the Union institution concerned, documents submitted relating to the building project shall be treated confidentially. Except in cases of force majeure as referred to in paragraph 4, the European Parliament and the Council shall deliberate upon the building project within four weeks of its receipt by both institutions. The building project shall be deemed approved at the expiry of this four-week period, unless the European Parliament or the Council take a decision contrary to the proposal within that period of time. If the European Parliament and/or the Council raise concerns within that four-week period, that period shall be extended once by two weeks. If the European Parliament or the Council take a decision contrary to the building project, the Union institution concerned shall withdraw its proposal and may submit a new one. In cases of force majeure, for which due reasons shall be given, the information provided for in paragraph 2 may be submitted jointly with the building project. The European Parliament and the Council shall deliberate upon the building project within two weeks of its receipt by both institutions. The building project shall be deemed to be approved at the expiry of this two-week period, unless the European Parliament and/or the Council take a decision contrary to the proposal within this period of time. The following shall be considered as building projects likely to have significant financial implications for the budget: (a) any acquisition of land; (b) the acquisition, sale, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 3 000 000; (c) the acquisition, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 2 000 000 in the event that the price represents more than 110 % of the local price of comparable properties as evaluated by an independent expert; (d) the sale of land or buildings in the event that the price represents less than 90 % of the local price of comparable properties as evaluated by an independent expert; (e) any new building contract, including usufructs, long-term leases and renewals of existing building contracts under less favourable conditions, not covered by point (b) with an annual charge of at least EUR 750 000; (f) the extension or renewal of existing building contracts, including usufruct and long-term leases, under the same or more favourable conditions, with an annual charge of at least EUR 3 000 000. This paragraph shall also apply to building projects which have an interinstitutional nature, as well as to Union delegations. The thresholds referred to in points (b) to (f) of the first subparagraph shall include the costs of fitting-out of the building. For rental and usufruct contracts, those thresholds shall take into account the costs of the fitting-out of the building but not the other charges. Without prejudice to Article 17, a building acquisition project may be financed through a loan, subject to prior approval by the European Parliament and by the Council. Loans shall be contracted and repaid in accordance with the principle of sound financial management and with due regard to the financial interests of the Union. When the Union institution proposes to finance the acquisition through a loan, the financing plan to be submitted, together with the request for prior approval by the Union institution concerned, shall specify in particular, the maximum level of financing, the financing period, the type of financing, the financing conditions and savings compared to other types of contractual arrangements. L 193/154  The European Parliament and the Council shall deliberate upon the request for prior approval within four weeks, extendable once by two weeks, of its receipt by both institutions. The acquisition financed through a loan shall be deemed to be rejected if the European Parliament and the Council do not expressly approve it within the deadline."
193154     european parliament council,deliberate,l upon the request for prior approval within four weeks extendable once by two weeks of the council receipt by both institutions,"['l', 'request', 'prior approval', 'week', 'council receipt', 'institution']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 266  Specific provisions regarding building projects ,"Each Union institution shall provide the European Parliament and the Council, by 1 June each year, with a working document on its building policy, which shall incorporate the following information: (a) for each building, the expenditure and surface area covered by the appropriations of the corresponding budget lines. The expenditure shall include the costs of the fitting-out of buildings but not the other charges; (b) the expected evolution of the global programming of surface area and locations for the coming years with a description of the building projects in planning phase which are already identified; (c) the final terms and costs, as well as relevant information regarding project implementation of new building projects previously submitted to the European Parliament and to the Council under the procedure set out in paragraphs 2 and 3 and not included in the preceding year’s working documents.   For any building project likely to have significant financial implications for the budget, the Union institution concerned shall inform the European Parliament and the Council as early as possible, and in any case before any prospecting of the local market takes place, in the case of building contracts, or before invitations to tender are issued, in the case of building works, about the building surface area required and the provisional planning. For any building project likely to have significant financial implications for the budget, the Union institution concerned shall present the building project, in particular its detailed estimated costs and its financing including any possible use of internal assigned revenue referred to in point (e) of Article 21(3), as well as a list of draft contracts intended to be used, to the European Parliament and to the Council and shall request their approval before contracts are concluded. At the request of the Union institution concerned, documents submitted relating to the building project shall be treated confidentially. Except in cases of force majeure as referred to in paragraph 4, the European Parliament and the Council shall deliberate upon the building project within four weeks of its receipt by both institutions. The building project shall be deemed approved at the expiry of this four-week period, unless the European Parliament or the Council take a decision contrary to the proposal within that period of time. If the European Parliament and/or the Council raise concerns within that four-week period, that period shall be extended once by two weeks. If the European Parliament or the Council take a decision contrary to the building project, the Union institution concerned shall withdraw its proposal and may submit a new one. In cases of force majeure, for which due reasons shall be given, the information provided for in paragraph 2 may be submitted jointly with the building project. The European Parliament and the Council shall deliberate upon the building project within two weeks of its receipt by both institutions. The building project shall be deemed to be approved at the expiry of this two-week period, unless the European Parliament and/or the Council take a decision contrary to the proposal within this period of time. The following shall be considered as building projects likely to have significant financial implications for the budget: (a) any acquisition of land; (b) the acquisition, sale, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 3 000 000; (c) the acquisition, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 2 000 000 in the event that the price represents more than 110 % of the local price of comparable properties as evaluated by an independent expert; (d) the sale of land or buildings in the event that the price represents less than 90 % of the local price of comparable properties as evaluated by an independent expert; (e) any new building contract, including usufructs, long-term leases and renewals of existing building contracts under less favourable conditions, not covered by point (b) with an annual charge of at least EUR 750 000; (f) the extension or renewal of existing building contracts, including usufruct and long-term leases, under the same or more favourable conditions, with an annual charge of at least EUR 3 000 000. This paragraph shall also apply to building projects which have an interinstitutional nature, as well as to Union delegations. The thresholds referred to in points (b) to (f) of the first subparagraph shall include the costs of fitting-out of the building. For rental and usufruct contracts, those thresholds shall take into account the costs of the fitting-out of the building but not the other charges. Without prejudice to Article 17, a building acquisition project may be financed through a loan, subject to prior approval by the European Parliament and by the Council. Loans shall be contracted and repaid in accordance with the principle of sound financial management and with due regard to the financial interests of the Union. When the Union institution proposes to finance the acquisition through a loan, the financing plan to be submitted, together with the request for prior approval by the Union institution concerned, shall specify in particular, the maximum level of financing, the financing period, the type of financing, the financing conditions and savings compared to other types of contractual arrangements. L 193/154  The European Parliament and the Council shall deliberate upon the request for prior approval within four weeks, extendable once by two weeks, of its receipt by both institutions. The acquisition financed through a loan shall be deemed to be rejected if the European Parliament and the Council do not expressly approve it within the deadline."
acquisition finance loan,deem,to be rejected if the european parliament and the council do not expressly approve the european parliament and the council within the deadline,"['european parliament', 'council', 'european parliament', 'council', 'deadline']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 266  Specific provisions regarding building projects ,"Each Union institution shall provide the European Parliament and the Council, by 1 June each year, with a working document on its building policy, which shall incorporate the following information: (a) for each building, the expenditure and surface area covered by the appropriations of the corresponding budget lines. The expenditure shall include the costs of the fitting-out of buildings but not the other charges; (b) the expected evolution of the global programming of surface area and locations for the coming years with a description of the building projects in planning phase which are already identified; (c) the final terms and costs, as well as relevant information regarding project implementation of new building projects previously submitted to the European Parliament and to the Council under the procedure set out in paragraphs 2 and 3 and not included in the preceding year’s working documents.   For any building project likely to have significant financial implications for the budget, the Union institution concerned shall inform the European Parliament and the Council as early as possible, and in any case before any prospecting of the local market takes place, in the case of building contracts, or before invitations to tender are issued, in the case of building works, about the building surface area required and the provisional planning. For any building project likely to have significant financial implications for the budget, the Union institution concerned shall present the building project, in particular its detailed estimated costs and its financing including any possible use of internal assigned revenue referred to in point (e) of Article 21(3), as well as a list of draft contracts intended to be used, to the European Parliament and to the Council and shall request their approval before contracts are concluded. At the request of the Union institution concerned, documents submitted relating to the building project shall be treated confidentially. Except in cases of force majeure as referred to in paragraph 4, the European Parliament and the Council shall deliberate upon the building project within four weeks of its receipt by both institutions. The building project shall be deemed approved at the expiry of this four-week period, unless the European Parliament or the Council take a decision contrary to the proposal within that period of time. If the European Parliament and/or the Council raise concerns within that four-week period, that period shall be extended once by two weeks. If the European Parliament or the Council take a decision contrary to the building project, the Union institution concerned shall withdraw its proposal and may submit a new one. In cases of force majeure, for which due reasons shall be given, the information provided for in paragraph 2 may be submitted jointly with the building project. The European Parliament and the Council shall deliberate upon the building project within two weeks of its receipt by both institutions. The building project shall be deemed to be approved at the expiry of this two-week period, unless the European Parliament and/or the Council take a decision contrary to the proposal within this period of time. The following shall be considered as building projects likely to have significant financial implications for the budget: (a) any acquisition of land; (b) the acquisition, sale, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 3 000 000; (c) the acquisition, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 2 000 000 in the event that the price represents more than 110 % of the local price of comparable properties as evaluated by an independent expert; (d) the sale of land or buildings in the event that the price represents less than 90 % of the local price of comparable properties as evaluated by an independent expert; (e) any new building contract, including usufructs, long-term leases and renewals of existing building contracts under less favourable conditions, not covered by point (b) with an annual charge of at least EUR 750 000; (f) the extension or renewal of existing building contracts, including usufruct and long-term leases, under the same or more favourable conditions, with an annual charge of at least EUR 3 000 000. This paragraph shall also apply to building projects which have an interinstitutional nature, as well as to Union delegations. The thresholds referred to in points (b) to (f) of the first subparagraph shall include the costs of fitting-out of the building. For rental and usufruct contracts, those thresholds shall take into account the costs of the fitting-out of the building but not the other charges. Without prejudice to Article 17, a building acquisition project may be financed through a loan, subject to prior approval by the European Parliament and by the Council. Loans shall be contracted and repaid in accordance with the principle of sound financial management and with due regard to the financial interests of the Union. When the Union institution proposes to finance the acquisition through a loan, the financing plan to be submitted, together with the request for prior approval by the Union institution concerned, shall specify in particular, the maximum level of financing, the financing period, the type of financing, the financing conditions and savings compared to other types of contractual arrangements. L 193/154  The European Parliament and the Council shall deliberate upon the request for prior approval within four weeks, extendable once by two weeks, of its receipt by both institutions. The acquisition financed through a loan shall be deemed to be rejected if the European Parliament and the Council do not expressly approve it within the deadline."
european parliament council,approve,the european parliament and the council within the deadline expressly,"['european parliament', 'council', 'deadline']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 266  Specific provisions regarding building projects ,"Each Union institution shall provide the European Parliament and the Council, by 1 June each year, with a working document on its building policy, which shall incorporate the following information: (a) for each building, the expenditure and surface area covered by the appropriations of the corresponding budget lines. The expenditure shall include the costs of the fitting-out of buildings but not the other charges; (b) the expected evolution of the global programming of surface area and locations for the coming years with a description of the building projects in planning phase which are already identified; (c) the final terms and costs, as well as relevant information regarding project implementation of new building projects previously submitted to the European Parliament and to the Council under the procedure set out in paragraphs 2 and 3 and not included in the preceding year’s working documents.   For any building project likely to have significant financial implications for the budget, the Union institution concerned shall inform the European Parliament and the Council as early as possible, and in any case before any prospecting of the local market takes place, in the case of building contracts, or before invitations to tender are issued, in the case of building works, about the building surface area required and the provisional planning. For any building project likely to have significant financial implications for the budget, the Union institution concerned shall present the building project, in particular its detailed estimated costs and its financing including any possible use of internal assigned revenue referred to in point (e) of Article 21(3), as well as a list of draft contracts intended to be used, to the European Parliament and to the Council and shall request their approval before contracts are concluded. At the request of the Union institution concerned, documents submitted relating to the building project shall be treated confidentially. Except in cases of force majeure as referred to in paragraph 4, the European Parliament and the Council shall deliberate upon the building project within four weeks of its receipt by both institutions. The building project shall be deemed approved at the expiry of this four-week period, unless the European Parliament or the Council take a decision contrary to the proposal within that period of time. If the European Parliament and/or the Council raise concerns within that four-week period, that period shall be extended once by two weeks. If the European Parliament or the Council take a decision contrary to the building project, the Union institution concerned shall withdraw its proposal and may submit a new one. In cases of force majeure, for which due reasons shall be given, the information provided for in paragraph 2 may be submitted jointly with the building project. The European Parliament and the Council shall deliberate upon the building project within two weeks of its receipt by both institutions. The building project shall be deemed to be approved at the expiry of this two-week period, unless the European Parliament and/or the Council take a decision contrary to the proposal within this period of time. The following shall be considered as building projects likely to have significant financial implications for the budget: (a) any acquisition of land; (b) the acquisition, sale, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 3 000 000; (c) the acquisition, structural renovation, construction of buildings or any project combining those elements to be implemented in the same timeframe, exceeding EUR 2 000 000 in the event that the price represents more than 110 % of the local price of comparable properties as evaluated by an independent expert; (d) the sale of land or buildings in the event that the price represents less than 90 % of the local price of comparable properties as evaluated by an independent expert; (e) any new building contract, including usufructs, long-term leases and renewals of existing building contracts under less favourable conditions, not covered by point (b) with an annual charge of at least EUR 750 000; (f) the extension or renewal of existing building contracts, including usufruct and long-term leases, under the same or more favourable conditions, with an annual charge of at least EUR 3 000 000. This paragraph shall also apply to building projects which have an interinstitutional nature, as well as to Union delegations. The thresholds referred to in points (b) to (f) of the first subparagraph shall include the costs of fitting-out of the building. For rental and usufruct contracts, those thresholds shall take into account the costs of the fitting-out of the building but not the other charges. Without prejudice to Article 17, a building acquisition project may be financed through a loan, subject to prior approval by the European Parliament and by the Council. Loans shall be contracted and repaid in accordance with the principle of sound financial management and with due regard to the financial interests of the Union. When the Union institution proposes to finance the acquisition through a loan, the financing plan to be submitted, together with the request for prior approval by the Union institution concerned, shall specify in particular, the maximum level of financing, the financing period, the type of financing, the financing conditions and savings compared to other types of contractual arrangements. L 193/154  The European Parliament and the Council shall deliberate upon the request for prior approval within four weeks, extendable once by two weeks, of its receipt by both institutions. The acquisition financed through a loan shall be deemed to be rejected if the European Parliament and the Council do not expressly approve it within the deadline."
price,be,above 110  of the local price or rent index of comparable properties,"['local price rent index', 'comparable property']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 267  Early information procedure and prior approval procedure ,"The early information procedure set out in Article 266(2) and the prior approval procedure set out in Article 266(3) and (4) shall not apply to acquisition of land free of charge or for a symbolic amount. The early information procedure set out in Article 266(2) and the prior approval procedure set out in Article 266(3) and (4) shall also apply to residential buildings if the acquisition, structural renovation, construction of buildings or any project combining those elements in the same timeframe is exceeding EUR 2 000 000 and the price is above 110 % of the local price or rent index of comparable properties. The European Parliament and the Council may request from the Union institution in charge any information related to residential buildings. In exceptional or urgent political circumstances the early information referred to in Article 266(2) concerning building projects relating to Union delegations or offices in third countries may be submitted jointly with the building project pursuant to Article 266(3). In such cases, the early information and prior approval procedures shall be conducted at the earliest possible opportunity. For residential building projects in third countries, the early information and prior approval procedures shall be conducted jointly. The prior approval procedure set out in Article 266(3) and (4) shall not apply to preparatory contracts or studies necessary to evaluate the detailed cost and financing of the building project."
european parliament council,request,any information related to residential buildings from the union institution in charge,"['information', 'residential building', 'union institution', 'charge']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 267  Early information procedure and prior approval procedure ,"The early information procedure set out in Article 266(2) and the prior approval procedure set out in Article 266(3) and (4) shall not apply to acquisition of land free of charge or for a symbolic amount. The early information procedure set out in Article 266(2) and the prior approval procedure set out in Article 266(3) and (4) shall also apply to residential buildings if the acquisition, structural renovation, construction of buildings or any project combining those elements in the same timeframe is exceeding EUR 2 000 000 and the price is above 110 % of the local price or rent index of comparable properties. The European Parliament and the Council may request from the Union institution in charge any information related to residential buildings. In exceptional or urgent political circumstances the early information referred to in Article 266(2) concerning building projects relating to Union delegations or offices in third countries may be submitted jointly with the building project pursuant to Article 266(3). In such cases, the early information and prior approval procedures shall be conducted at the earliest possible opportunity. For residential building projects in third countries, the early information and prior approval procedures shall be conducted jointly. The prior approval procedure set out in Article 266(3) and (4) shall not apply to preparatory contracts or studies necessary to evaluate the detailed cost and financing of the building project."
early information,refer,in exceptional or urgent political circumstances to in article 266(2 concerning building projects relating to union delegations or offices in third countries,"['exceptional urgent political circumstance', 'article', 'building project', 'union delegation', 'office', 'country']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 267  Early information procedure and prior approval procedure ,"The early information procedure set out in Article 266(2) and the prior approval procedure set out in Article 266(3) and (4) shall not apply to acquisition of land free of charge or for a symbolic amount. The early information procedure set out in Article 266(2) and the prior approval procedure set out in Article 266(3) and (4) shall also apply to residential buildings if the acquisition, structural renovation, construction of buildings or any project combining those elements in the same timeframe is exceeding EUR 2 000 000 and the price is above 110 % of the local price or rent index of comparable properties. The European Parliament and the Council may request from the Union institution in charge any information related to residential buildings. In exceptional or urgent political circumstances the early information referred to in Article 266(2) concerning building projects relating to Union delegations or offices in third countries may be submitted jointly with the building project pursuant to Article 266(3). In such cases, the early information and prior approval procedures shall be conducted at the earliest possible opportunity. For residential building projects in third countries, the early information and prior approval procedures shall be conducted jointly. The prior approval procedure set out in Article 266(3) and (4) shall not apply to preparatory contracts or studies necessary to evaluate the detailed cost and financing of the building project."
early information,submit,jointly with the building project pursuant to article 266(3,"['building project', 'article']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 267  Early information procedure and prior approval procedure ,"The early information procedure set out in Article 266(2) and the prior approval procedure set out in Article 266(3) and (4) shall not apply to acquisition of land free of charge or for a symbolic amount. The early information procedure set out in Article 266(2) and the prior approval procedure set out in Article 266(3) and (4) shall also apply to residential buildings if the acquisition, structural renovation, construction of buildings or any project combining those elements in the same timeframe is exceeding EUR 2 000 000 and the price is above 110 % of the local price or rent index of comparable properties. The European Parliament and the Council may request from the Union institution in charge any information related to residential buildings. In exceptional or urgent political circumstances the early information referred to in Article 266(2) concerning building projects relating to Union delegations or offices in third countries may be submitted jointly with the building project pursuant to Article 266(3). In such cases, the early information and prior approval procedures shall be conducted at the earliest possible opportunity. For residential building projects in third countries, the early information and prior approval procedures shall be conducted jointly. The prior approval procedure set out in Article 266(3) and (4) shall not apply to preparatory contracts or studies necessary to evaluate the detailed cost and financing of the building project."
prior approval procedure,conduct,in such cases the early information and at the earliest possible opportunity,"['case', 'early possible opportunity']",TITLE XV ADMINISTRATIVE APPROPRIATIONS,Article 267  Early information procedure and prior approval procedure ,"The early information procedure set out in Article 266(2) and the prior approval procedure set out in Article 266(3) and (4) shall not apply to acquisition of land free of charge or for a symbolic amount. The early information procedure set out in Article 266(2) and the prior approval procedure set out in Article 266(3) and (4) shall also apply to residential buildings if the acquisition, structural renovation, construction of buildings or any project combining those elements in the same timeframe is exceeding EUR 2 000 000 and the price is above 110 % of the local price or rent index of comparable properties. The European Parliament and the Council may request from the Union institution in charge any information related to residential buildings. In exceptional or urgent political circumstances the early information referred to in Article 266(2) concerning building projects relating to Union delegations or offices in third countries may be submitted jointly with the building project pursuant to Article 266(3). In such cases, the early information and prior approval procedures shall be conducted at the earliest possible opportunity. For residential building projects in third countries, the early information and prior approval procedures shall be conducted jointly. The prior approval procedure set out in Article 266(3) and (4) shall not apply to preparatory contracts or studies necessary to evaluate the detailed cost and financing of the building project."
